date,V1
DOM SS Equity,0
DPH LN Equity,0.00218117228491058
DPW GY Equity,0
DRI GY Equity,0
DSM NA Equity,0.00599372267536622
DSV DC Equity,0
DSY FP Equity,0
DTE GY Equity,0
DUE GY Equity,0
DUFN SE Equity,0
DWNI GY Equity,0
EBS AV Equity,0.00565921731178736
ECM LN Equity,0
EDEN FP Equity,0
EDF FP Equity,0
EDP PL Equity,0
EI FP Equity,0.01425471281845
EKTAB SS Equity,0
EL US Equity,0.00199333566692028
ELE SQ Equity,0
ELIS FP Equity,0
ELISA FH Equity,0
ELTA LN Equity,0.00687198030949848
ELUXB SS Equity,0
EMG LN Equity,0
EMSN SE Equity,0
EN FP Equity,0
ENEL IM Equity,0
ENG SM Equity,-0.00480371787074951
ENG SQ Equity,0
ENGI FP Equity,0
ENI IM Equity,-0.00667635199359537
ENX FP Equity,0
EO FP Equity,-0.00116298870016205
EOAN GY Equity,0
EPIA SS Equity,0
EQNR NO Equity,-0.0046424282306148
ERF FP Equity,0.0151566046862262
ERICB SS Equity,0
ESL LN Equity,0.00143827407842673
ESSITYB SS Equity,0
ETL FP Equity,0
EVK GY Equity,0
EVR LN Equity,0
EXO IM Equity,0.00779566053022504
EXPN LN Equity,-0.00247961314190003
EZJ LN Equity,0
F3BANK Index,-0.00291755648011216
F3MNG Index,-0.00362358490684206
F3OTHR Index,-0.00197759796756459
F3RETG Index,-0.00301319827891255
FABG SS Equity,0
FBK IM Equity,0
FCA IM Equity,-0.00157800702329194
FDP LN Equity,0.00181580888625381
FER SQ Equity,0
FERG LN Equity,0.00888861326494321
FGR FP Equity,0
FHZN SE Equity,0
FI/N SE Equity,0
FLS DC Equity,-0.00368012066429629
FME GY Equity,0
FNTN GY Equity,0
FORTUM FH Equity,0.00207973887584297
FP FP Equity,0
FPE3 GY Equity,0
FR FP Equity,-0.00710376247619116
FRA GY Equity,0
FRE GY Equity,0
FRES LN Equity,0
FTI FP Equity,0
FTSEMIB Index,-0.0244566898968374
G IM Equity,0
G1A GY Equity,0
G24 GY Equity,0
GALP PL Equity,0
GAM SE Equity,0
GBLB BB Equity,0
GEBN SE Equity,0
GEN DC Equity,0
GET FP Equity,0
GETIB SS Equity,0
GFC FP Equity,0
GFS LN Equity,-0.00199299614613446
GIVN SE Equity,0
GJF NO Equity,0
GLB ID Equity,0
GLE FP Equity,0
GLEN LN Equity,0
GLJ GY Equity,0
GLO LN Equity,0.00418434572883741
GLPG NA Equity,0
GN DC Equity,0
GPOR LN Equity,0
GRF SQ Equity,0
GSK LN Equity,0.00398362723171923
GTO NA Equity,0
GVC LN Equity,0
GXI GY Equity,0
HAS LN Equity,0.00435382745560453
HEI GY Equity,0.00632189215912504
HEIA NA Equity,0.00484300523783177
HEIO NA Equity,0
HELN SE Equity,0
HEN GY Equity,0.00600917958489345
HEN3 GY Equity,0
HEXAB SS Equity,0
HL/ LN Equity,-0.00208961752224951
HLE GY Equity,0
HLMA LN Equity,0
HMB SS Equity,0
HMSO LN Equity,0
HNR1 GY Equity,0
HO FP Equity,0
HOT GY Equity,0
HPOLB SS Equity,0
HSBA LN Equity,-0.0189806823316973
HSV LN Equity,0
HSX LN Equity,0
HUH1V FH Equity,0
HUSQB SS Equity,0
HWDN LN Equity,0
IAG LN Equity,0
IBE SQ Equity,0
IBEX Index,-0.00715569913421334
IBST LN Equity,0.00294647297464242
ICA SS Equity,0
ICAD FP Equity,0
ICP LN Equity,0
IFX GY Equity,-0.00406358339996205
IG IM Equity,0
IGG LN Equity,0
IGY GY Equity,0
IHG LN Equity,0
III LN Equity,0
ILD FP Equity,0
IMB LN Equity,0
IMCD NA Equity,0
IMI LN Equity,0
INCH LN Equity,0
INDUA SS Equity,0
INDV LN Equity,0
INF LN Equity,0
ING FP Equity,0
INGA NA Equity,0
INTU LN Equity,0
INVEB SS Equity,0
INVP LN Equity,0
IPN FP Equity,0
ISAT LN Equity,0
ISP IM Equity,-0.00198864650174751
ISS DC Equity,0
ITRK LN Equity,-0.00748176143866396
ITV LN Equity,0
ITX SM Equity,0.00534185882020228
ITX SQ Equity,0
IWG LN Equity,0
JDW LN Equity,-0.00276186375577308
JE/ LN Equity,0
JMAT LN Equity,0.00663264052742907
JMT PL Equity,0
JUP LN Equity,0
JYSK DC Equity,0
KAZ LN Equity,0.00101676706499696
KBC BB Equity,-0.00201161611401703
KCR FH Equity,0
KER FP Equity,-0.00147125083872599
KESKOB FH Equity,0
KGF LN Equity,0
KGX GY Equity,0
KINDSDB SS Equity,0
KINVB SS Equity,0
KN FP Equity,0
KNEBV FH Equity,0
KNIN SE Equity,0
KOMB CK Equity,0
KPN NA Equity,0
KSP ID Equity,-0.00152385917829465
KYG ID Equity,-0.000248956266897896
LAND LN Equity,0.00812936311201914
LBK SM Equity,0.0145736910426968
LDO IM Equity,0
LEG GY Equity,0
LGEN LN Equity,-0.00504093449902169
LHA GY Equity,0
LHN FP Equity,-0.00682817535939154
LHN SE Equity,0
LI FP Equity,0
LIGHT NA Equity,0
LINU GY Equity,0.00522915313657549
LISN SE Equity,0
LLOY LN Equity,-0.00495605168032953
LOGN SE Equity,0
LONN SE Equity,0
LOOMB SS Equity,0
LR FP Equity,0
LSE LN Equity,0.00696837690872064
LUN DC Equity,0
LUNDB SS Equity,0
LUPE SS Equity,-0.00218841406185743
LUX IM Equity,0
LXS GY Equity,0
MAERSKB DC Equity,0
MAN GY Equity,0
MAP SM Equity,0.0052674427978271
MAP SQ Equity,0
MB IM Equity,0
MC FP Equity,0
MCRO LN Equity,0
MCX Index,-0.0421584836227856
MDAX Index,-0.00353538359867381
MDC LN Equity,0
MERL LN Equity,0
METSO FH Equity,0.00382311990324145
MF FP Equity,0.0151451426272823
MGGT LN Equity,0
MHG NO Equity,0
MKS LN Equity,0
ML FP Equity,0
MMB FP Equity,0
MNDI LN Equity,0.0088684747935908
MONC IM Equity,0.00438762606482113
MONY LN Equity,0
MOR GY Equity,0
MRK GY Equity,-0.000646323587904281
MRL SM Equity,0.0103404173399798
MRL SQ Equity,0
MRO LN Equity,0.00616800719393386
MRW LN Equity,-0.0031019208142669
MT NA Equity,0
MTRO LN Equity,0
MTX GY Equity,0
MUV2 GY Equity,0
NDA GY Equity,0
NDA SS Equity,0.00632835169584749
NDX Index,-0.0119413482651027
NESN SE Equity,0
NESTE FH Equity,0.00518515871311811
NG/ LN Equity,0
NHY NO Equity,0
NIBEB SS Equity,0
NK FP Equity,0
NMC LN Equity,0
NN NA Equity,0
NOKIA FH Equity,0
NOVN SE Equity,0
NOVOB DC Equity,0
NRE1V FH Equity,0
NTGY SQ Equity,0
NXG LN Equity,0.00944808836407262
NXI FP Equity,0.0038351336519234
NXT LN Equity,0
NZYMB DC Equity,0
O2D GY Equity,0
OCDO LN Equity,0
OERL SE Equity,0
OMU LN Equity,0
OMV AV Equity,0
OR FP Equity,0
ORA FP Equity,0
ORK NO Equity,0
ORNBV FH Equity,0
ORP FP Equity,0
ORSTED DC Equity,0
OSR GY Equity,0
PAH3 GY Equity,0
PARG SE Equity,0
PGHN SE Equity,0
PHIA NA Equity,0
PHNX LN Equity,0
PIRC IM Equity,0
PLUS LN Equity,0.00524930974747604
PNDORA DC Equity,0
PNN LN Equity,0
POLY LN Equity,0
POM FP Equity,0
PPB ID Equity,0
PPB LN Equity,0
PROX BB Equity,0
PRSM LN Equity,0.00318240845875301
PRU LN Equity,0.0128202406866925
PRY IM Equity,0
PSM GY Equity,0
PSN LN Equity,-0.00886988062980624
PSON LN Equity,0
PSPN SE Equity,0
PST IM Equity,0
PTEC LN Equity,-0.000176731062774374
PUB FP Equity,0
QIA GY Equity,0
QLT LN Equity,0
RACE IM Equity,0
RAND NA Equity,-0.00304261758919014
RB/ LN Equity,0
RBI AV Equity,0
RBREW DC Equity,0
RBS LN Equity,0.0169716209541632
RCO FP Equity,0
RDSA LN Equity,0.0154823539518393
RDSA NA Equity,-0.0042223103265578
RDSB LN Equity,-0.0155818856791718
REC IM Equity,0.00352067370218828
REE SQ Equity,0
REL LN Equity,0
REN NA Equity,0
REP SQ Equity,0
RF FP Equity,0
RHIM LN Equity,0.00223663437768258
RHM GY Equity,0
RI FP Equity,0
RIO LN Equity,-0.00272059917916522
RMG LN Equity,0
RMS FP Equity,0
RMV LN Equity,0
RNO FP Equity,0
ROCKB DC Equity,0
ROG SE Equity,0
ROR LN Equity,0
RPC LN Equity,0
RR/ LN Equity,0.00430123755822043
RRS LN Equity,0
RRTL GY Equity,0
RSA LN Equity,0.0101648123223931
RTO LN Equity,-0.00110322722957701
RUI FP Equity,0
RUKM150 Index,-0.00458472654087106
RWE GY Equity,0
RXL FP Equity,0
RYA ID Equity,0
SAABB SS Equity,0
SAB SM Equity,0.0120354454253413
SAB SQ Equity,0
SAF FP Equity,0
SAMPO FH Equity,0
SAN FP Equity,0
SAN SM Equity,0.00781857239105683
SAN SQ Equity,0
SAND SS Equity,0
SAP GY Equity,0
SBMO NA Equity,0
SBRY LN Equity,-0.00322658991549134
SCAB SS Equity,0
SCHA NO Equity,0
SCHP SE Equity,0
SCMN SE Equity,0
SCR FP Equity,0
SDF GY Equity,0
SDR LN Equity,-0.0165346794209893
SDRC LN Equity,0.012007074091708
SEBA SS Equity,0
SECUB SS Equity,0
SESG FP Equity,0
SEV FP Equity,0
SGE LN Equity,0
SGO FP Equity,0
SGRE SQ Equity,0
SGRO LN Equity,0
SGSN SE Equity,0
SHA GY Equity,0
SHBA SS Equity,0
SHL GY Equity,0
SHP LN Equity,0.0041377807919579
SIE GY Equity,0.00641269626180181
SIGB LN Equity,0.00231014972368192
SIGC LN Equity,0.00400233620663663
SIKA SE Equity,0
SIM DC Equity,0
SK FP Equity,0
SKAB SS Equity,0
SKFB SS Equity,0
SKG ID Equity,0
SKG LN Equity,0
SKY LN Equity,0
SLA LN Equity,0.0107316645775156
SLHN SE Equity,0
SMDS LN Equity,0
SMIN LN Equity,-0.00392563706948338
SMS LN Equity,0.00224486355779486
SMT LN Equity,0
SMWH LN Equity,0
SN/ LN Equity,0
SOBI SS Equity,0
SOLB BB Equity,0
SOON SE Equity,0
SOP FP Equity,0
SOW GY Equity,0
SOX Index,-0.00659448506535651
SPIE FP Equity,0.00232012200210495
SPM IM Equity,0
SPR GY Equity,0
SPSN SE Equity,0
SPX LN Equity,0
SRCG SE Equity,0
SREN SE Equity,0
SRG IM Equity,0
SRT3 GY Equity,0
SSE LN Equity,0
SSPG LN Equity,0.00496234464978404
STAN LN Equity,0
STB NO Equity,0
STERV FH Equity,0
STJ LN Equity,0
STM IM Equity,0
STMN SE Equity,0
SU FP Equity,0
SUBC NO Equity,0.00284901210101866
SVT LN Equity,0
SW FP Equity,0
SWEDA SS Equity,-0.0041919019626967
SWMA SS Equity,0
SX3E Index,-0.00417887389405195
SX3P Index,-0.00132320342804991
SX4E Index,-0.00603519644750677
SX5E Index,-0.0181099493265097
SX6E Index,0.00702918300400549
SX7E Index,-0.00849122893046036
SX86E Index,-0.0060961695839129
SXAP Index,-0.0165122403361796
SXDP Index,-0.00368811144452656
SXIE Index,-0.00342710640038582
SXIP Index,-0.00728955069956845
SXKP Index,-0.00155370875162628
SXMP Index,-0.0140372279743323
SXNP Index,-0.0185672053332179
SXOP Index,-0.00620968107330432
SXQE Index,-0.0264747902339683
SXS LN Equity,0
SY1 GY Equity,0
SYDB DC Equity,0
TATE LN Equity,0
TCAP LN Equity,0.0044136689050384
TECN SE Equity,0
TEF SQ Equity,0
TEG GY Equity,0
TEL NO Equity,0
TEL2B SS Equity,0
TELIA SS Equity,0
TEMN SE Equity,0
TEMN SW Equity,-0.00510536248982948
TEN IM Equity,0.0105812293069811
TEP FP Equity,0
TGS NO Equity,0
TIT IM Equity,0
TITR IM Equity,0.0020851992575343
TKA GY Equity,0
TLW LN Equity,0
TMO LN Equity,0.00321781919804321
TNET BB Equity,0
TPK LN Equity,0
TPZ SM Equity,0.00231510122983124
TRELB SS Equity,0
TRN IM Equity,0
TRYG DC Equity,0
TSCO LN Equity,0.012173531969348
TUI LN Equity,0
TW/ LN Equity,-0.00493206458247809
UBI FP Equity,0
UBI IM Equity,0
UBSG SE Equity,0
UCB BB Equity,0
UCG IM Equity,0
UDG LN Equity,0
UG FP Equity,0
UHR SE Equity,0
UHR SW Equity,-0.00143015304888004
UKX Index,-0.0562033604326734
ULVR LN Equity,-0.00393414843448777
UMI BB Equity,0
UN01 GY Equity,0
UNA NA Equity,0
UPM FH Equity,0
URW NA Equity,-0.00187637827225193
UTDI GY Equity,0
UU/ LN Equity,0
VACN SE Equity,0
VCT LN Equity,0
VIE FP Equity,0
VIFN SE Equity,0
VIS SQ Equity,0
VIV FP Equity,0.0153058804035394
VNA GY Equity,0
VOD LN Equity,0.005921670792191
VOE AV Equity,0
VOLVB SS Equity,0
VOW3 GY Equity,0.00683476598560856
VPK NA Equity,0
VWS DC Equity,0
WAF GY Equity,0.014176943524057
WCH GY Equity,0
WDH DC Equity,0
WDI GY Equity,0
WEIR LN Equity,0
WG/ LN Equity,0
WIE AV Equity,0
WKL NA Equity,0
WMH LN Equity,0
WPP LN Equity,0
WRT1V FH Equity,0
WTB LN Equity,0
YAR NO Equity,0
ZAL GY Equity,-0.00103829096307771
ZURN SE Equity,0
